"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"86","ENSG00000271197",0.0293879956753412,-0.00240656184136662,0.36256500787266,0.952895280363601,NA
"87","ENSG00000272695",84.0627026628765,-0.0771391435853834,0.118778729362073,0.403765786700323,0.597834548971714
"88","ENSG00000184856",0.0192009419232624,-0.00240656184136661,0.36256500787266,0.952895280363601,NA
"89","ENSG00000227911",0.287473611738001,-0.0613250143500339,0.302424981324868,0.432945160156693,NA
"90","ENSG00000237699",0.0474829856588359,0.00198132355580355,0.362536509396051,0.961209365545001,NA
"91","ENSG00000230490",3.53386503538252,-0.25732773824135,0.284796819139398,0.0494339206816094,0.149986933047284
"92","ENSG00000226921",0.40363189289177,0.00966937071047433,0.279162319968148,0.899571238324067,NA
"93","ENSG00000273321",28.9033762336824,0.0975993392362784,0.166080285103737,0.353943900534608,0.55294921382913
"94","ENSG00000234535",3.98685363203417,-0.056525156557768,0.201577829564752,0.580070280043778,0.743603033004992
"95","ENSG00000232986",0.119750985635807,-0.0111754151436864,0.338533592475724,0.831152692597845,NA
"96","ENSG00000265094",0.421152561588596,0.0434329737145153,0.286247494905323,0.581858733773777,NA
"97","ENSG00000229373",8.25437971175961,0.17927242560914,0.210101055625346,0.12184153175986,0.277692289279258
"98","ENSG00000271850",0.258933578703138,-0.0846857865938445,0.318821890093569,0.297539705575928,NA
"99","ENSG00000225179",0.220384074640275,-0.0487457437466222,0.322840963152108,0.472097717440684,NA
"100","ENSG00000260910",21.2977514538345,0.0212558321801968,0.159663832645968,0.834877248109947,0.909948274262502
"101","ENSG00000271901",0.573055358993936,0.0257023497637539,0.266492166465351,0.756903171738314,0.864811468249709
"102","ENSG00000232487",5.59912156193625,0.0977320532333883,0.188203577176457,0.359033482741737,0.557465110123047
"103","ENSG00000226043",0.0141682004591104,0.00090289424707418,0.362488998239006,0.982315941510661,NA
"104","ENSG00000261728",61.4089044022177,0.057022838946757,0.136494154162407,0.562518159045177,0.730284844555729
"105","ENSG00000236036",0.0722993993397552,-0.00132800465618474,0.362503485146467,0.973992912374762,NA
"106","ENSG00000236711",8.19705176844091,0.0615074834829219,0.183952747644736,0.553522784116371,0.723521092806725
"107","ENSG00000234034",0.0636539432769948,-0.00207179280088967,0.362542110023194,0.959440056349216,NA
"108","ENSG00000230972",0.0843330139512298,-0.0041458844495236,0.34854721946861,0.930387978842056,NA
"109","ENSG00000223685",2.40081687962029,-0.165683463848799,0.276488290054332,0.142163163147522,0.308162727024611
"110","ENSG00000236354",2.61359026172874,-0.11667486498197,0.238553012752728,0.272549248273733,0.468545610345148
"111","ENSG00000229437",0.084058613609245,0.0023160813989033,0.362558481651861,0.95466380696839,NA
"112","ENSG00000228592",8.34815947602073,-0.0463816025627829,0.203295427770608,0.646459692259357,0.790706799763318
"113","ENSG00000138593",5988.20658799343,-0.0637292594864884,0.109092200674448,0.46783045904388,0.655461427095658
"114","ENSG00000230710",0.121283868965602,-0.00585328496015238,0.352228065208468,0.898603144329908,NA
"115","ENSG00000268531",0.502420575256695,-0.0657360663088636,0.283293990036803,0.441494102710276,NA
"116","ENSG00000230058",0.928820043006366,-0.0446350580534225,0.268877545820908,0.600251776216446,0.758162756865235
"117","ENSG00000215483",4.22385596167585,0.0866183080659822,0.214206615143554,0.405439839513383,0.599518534202341
"118","ENSG00000227716",0.287881425956286,-0.0114889537108171,0.345229683934135,0.817083012557348,NA
"119","ENSG00000235564",0.143797828841479,-0.0185051749566321,0.3389892089705,0.729388747204385,NA
"120","ENSG00000226996",0.239074511262425,-0.00260238344151471,0.329470221233997,0.962566317106284,NA
"121","ENSG00000264695",0.612178661039149,0.204081997024037,0.359060208334904,0.074930780389511,0.200161859847145
"122","ENSG00000224018",0.347210077762251,0.0212471274680676,0.317431982561809,0.733491938407856,NA
"123","ENSG00000266489",68.4025094347952,0.103678693095402,0.251644047270642,0.309705341509948,0.507579585454643
"124","ENSG00000224832",0,0,0.400163844870585,NA,NA
"125","ENSG00000237484",2.49077601975759,0.289263015987451,0.370081810713564,0.0346617243446476,0.116987901776617
"126","ENSG00000265485",4.86408881052838,-0.100652941559968,0.219617810026653,0.340239245596934,0.540012021208927
"127","ENSG00000263553",0.170715223806103,-0.0244306046922027,0.309317399563572,0.711881558672024,NA
"128","ENSG00000266573",8.29327886240555,-0.0542650141396261,0.210276357107375,0.59050923308961,0.751678983453179
"129","ENSG00000264345",3.82399185161779,0.120670634939556,0.220645744174361,0.265563467956347,0.460235582759599
"130","ENSG00000265552",0.0142737103363364,-0.00166269534652509,0.362518774676777,0.967442657735034,NA
"131","ENSG00000271216",0.0737309510556479,-0.00464615017483178,0.362806089961823,0.909242941434913,NA
"132","ENSG00000229546",0.0417580254244327,-0.00462233415046355,0.362802726652135,0.909705599720457,NA
"133","ENSG00000229928",0.156793536895961,0.0189514536260981,0.346987131598114,0.706837080076594,NA
"134","ENSG00000266237",0.0510686315414204,-0.00132800465618474,0.362503485146467,0.973992912374762,NA
"135","ENSG00000238189",2.82107472308267,0.0524864999753647,0.220851477207548,0.595753976086676,0.755214425794493
"136","ENSG00000233821",9.17552488287226,-0.318203580427478,0.337583598457906,0.0267002556081926,0.0967532376783493
"137","ENSG00000270522",4.17685770568935,0.0374390095751003,0.200017929039441,0.71066349521459,0.834222321075502
"138","ENSG00000263862",0.262394558443339,-0.00349833220129017,0.298062571789649,0.959241212351102,NA
"139","ENSG00000233725",28.8712854224722,-0.115260993147292,0.166657110128278,0.278355498836391,0.474973221823779
"140","ENSG00000168675",2311.83553095811,-0.426887461850934,0.146068142972719,0.000140045803088528,0.00208297153195587
"141","ENSG00000226519",13.8133467004795,-0.0256308093824952,0.207281427199634,0.796031506235282,0.888243270620195
"142","ENSG00000265369",46.7077533197491,-0.124829919611972,0.133094493114361,0.205933070134363,0.390890607302714
"143","ENSG00000235285",5.73660456329275,0.0441507239381247,0.196560718443532,0.664407371276551,0.803382233931158
"144","ENSG00000230731",4.0215056261212,-0.0726100758294572,0.215167176411516,0.477506788457923,0.664113528419737
"145","ENSG00000263382",0.0954915702642677,0.00195975601408715,0.354811701527973,0.964882389069027,NA
"146","ENSG00000237361",10.7892164925133,-0.554368561711817,0.27721972311264,0.000906082148690667,0.0084658616485778
"147","ENSG00000265374",1.86003825500799,-0.0974620407864216,0.256141253623026,0.329478458971975,0.528130069127784
"148","ENSG00000188992",8.02890755984223,-0.116841607177101,0.214759819728465,0.279881996402511,0.476494726385619
"149","ENSG00000237585",4.70334602827654,-0.17882311463945,0.23651810547679,0.12609747827437,0.284145417051587
"150","ENSG00000235097",0.0610363443593869,0.00123755417423839,0.36249994043496,0.975763534011961,NA
"151","ENSG00000223732",0.285777021787425,-0.00407881954562344,0.294716053150472,0.953453578128534,NA
"152","ENSG00000185272",339.383111346362,-0.0222304366037621,0.120102950014646,0.810314376888229,0.896425828448204
"153","ENSG00000182974",0.0203296218852366,-0.00166269534652509,0.362518774676777,0.967442657735034,NA
"154","ENSG00000226983",0.0363411769889814,0.000159269538873767,0.362476932498572,0.996880235073676,NA
"155","ENSG00000227090",0,0,0.400163844870585,NA,NA
"156","ENSG00000230379",0.0664000544125337,0.00335928713699586,0.359508255302196,0.936732780101187,NA
"157","ENSG00000270505",0,0,0.400163844870585,NA,NA
"158","ENSG00000244278",0.0516452575706235,0.00198132355580355,0.362536509396051,0.961209365545001,NA
"159","ENSG00000155304",2147.07789917671,0.0935196706504793,0.118286261039302,0.311128242433874,0.508935257341481
"160","ENSG00000228886",1.64407322132496,-0.697765488572319,0.638214145939257,0.00217318359986399,0.0158968309171452
"161","ENSG00000251015",6.91382406825084,0.0818910521471538,0.209104221614805,0.431113246264519,0.621840774893425
"162","ENSG00000232512",0.0518776609952885,-0.00207179280088967,0.362542110023194,0.959440056349216,NA
"163","ENSG00000223870",0,0,0.400163844870585,NA,NA
"164","ENSG00000222042",0.435506026406913,0.102069440127128,0.331025293710696,0.227928793783823,NA
"165","ENSG00000261097",0.324418385084874,-0.00498676287177475,0.272847727051413,0.949656169491618,NA
"166","ENSG00000166200",2188.07555260443,0.131992195064149,0.0783539684242512,0.0566308155317221,0.164089807909037
"167","ENSG00000155307",85.754156625272,0.921834598749101,0.242407479879776,1.64322042272206e-06,6.90029027135541e-05
"168","ENSG00000243440",1.88061194487956,-0.673848126373508,0.498353561246016,0.00185990068058255,0.0142441485101865
"169","ENSG00000231817",0.411838564950331,-0.0685660411925395,0.3166902029728,0.368728907564055,NA
"170","ENSG00000260325",11.2327489346726,0.865097995144376,0.248688093686284,5.2104132859819e-06,0.000171682349275569
"171","ENSG00000228573",0.430081539429776,-0.0222927542079686,0.273007535777133,0.78098680579879,NA
"172","ENSG00000234689",0.617573695490076,-0.0913206746374841,0.297419388983024,0.304577398977202,0.502270546478976
"173","ENSG00000260388",20.1099082218261,0.0474706604181539,0.129301469585591,0.621506341178867,0.773305867201188
"174","ENSG00000231473",2.77068173596975,-0.00615165930346079,0.205914962741288,0.950341035056495,0.975716656241652
"175","ENSG00000264151",1.09884789575341,-0.0889881271278883,0.264903927979671,0.354987549398753,0.553800408768724
"176","ENSG00000233456",0.103212620221739,0.00339506278176438,0.362652586225487,0.933595806716517,NA
"177","ENSG00000180530",828.685356868535,-0.0424414471145091,0.10992113365028,0.630084215141467,0.779147645647092
"178","ENSG00000233610",0.113080541319935,0.000101665628822445,0.345061409933463,0.998340050365146,NA
"179","ENSG00000264790",1.19840594825709,-0.0866967589520313,0.246075827621992,0.383900943103837,0.580306317676414
"180","ENSG00000263611",2.76118128129557,0.374409047771653,0.380756620306757,0.0161124219456478,0.0676289579948037
"181","ENSG00000137824",2164.34443514707,-0.171775862776536,0.049037056127641,0.000234525473672329,0.00308375460967618
"182","ENSG00000261371",1585.77754487857,0.62109632632419,0.239585329164632,0.000131522393651276,0.00198393671449663
"183","ENSG00000259458",0.635442858303013,0.139993628757541,0.321657061384771,0.159616150453785,0.330522503014803
"184","ENSG00000264587",0.0929063874436205,0.00929165781338334,0.356216246114805,0.83460755229027,NA
"185","ENSG00000266196",0.0321995277350306,0.000159269538873769,0.362476932498572,0.996880235073676,NA
"186","ENSG00000265670",0.0181395013156145,-0.00166269534652509,0.362518774676777,0.967442657735034,NA
"187","ENSG00000231607",91.6142412790492,0.0308087188640668,0.118654195975701,0.737862177835211,0.853510125451179
"188","ENSG00000185433",34.9766840965782,0.22447362033558,0.138016691840169,0.0294232454921482,0.103710208945186
"189","ENSG00000229962",2.0001716499182,-1.04602008202369,0.631571127127047,0.000304158920712547,0.00375307132688176
"190","ENSG00000234883",15.1103421881083,0.134183209254097,0.16031179565341,0.206791090882791,0.392032668900336
"191","ENSG00000266521",0.352299764485308,0.11043088915515,0.354674790354669,0.18360430888871,NA
"192","ENSG00000229323",0.420398427317877,-0.0130772594124937,0.269707308152482,0.871127468094677,NA
"193","ENSG00000137880",71.7441614163186,0.374709703402265,0.154182329174248,0.00101943599273591,0.00919424999681419
"194","ENSG00000233783",1.78626678067326,0.0483522493174708,0.22443764469982,0.620968801879183,0.773001122984436
"195","ENSG00000273492",146.201646345352,0.0392757699116383,0.132658524405656,0.685972688276652,0.817967966698714
"196","ENSG00000229025",0.0130537244207766,0.000902894247074175,0.362488998239006,0.982315941510661,NA
"197","ENSG00000263904",0.660872914851728,-0.0121167176121197,0.256020264266658,0.887484123959641,0.940489056405451
"198","ENSG00000104129",417.312681657358,-0.118621791797269,0.0688635890538335,0.0562893905551115,0.163354765523667
"199","ENSG00000177150",394.278050399216,-0.127447860899901,0.0696429703604568,0.042464569567007,0.134355122744579
"200","ENSG00000263688",2.19876586242469,0.0272604300659415,0.219392805379454,0.778541703321704,0.877888145007458
"201","ENSG00000155313",1380.68642326452,0.102847301271066,0.0992949908130358,0.213228410227377,0.400363311857422
"202","ENSG00000273115",0.421643845310892,0.0733873821292438,0.29390424342902,0.384630921998637,NA
"203","ENSG00000231236",0.105220230958934,-0.0108425309433847,0.34726337643825,0.82385509253509,NA
"204","ENSG00000236332",0.12225773107348,0.00664135625318663,0.336368338674658,0.89994597606178,NA
"205","ENSG00000226792",2.80479351711632,-0.0695009740130003,0.220708665811697,0.491594790336179,0.675746222994722
"206","ENSG00000101638",2805.85308865709,-0.229527907714483,0.160349699122309,0.0382515529611857,0.125243982581399
"207","ENSG00000232560",19.0189816565434,-0.593365218742654,0.386289372782747,0.0020833890998227,0.0154524941866
"208","ENSG00000217576",0.31172883959565,0.00968434653239543,0.280707929707113,0.898583303460971,NA
"209","ENSG00000154639",898.779860274849,-0.0562099225613615,0.098872266417034,0.49431345532776,0.677722527179075
"210","ENSG00000101654",2089.80439022131,-0.220689343021979,0.0937781360930729,0.00630854826303876,0.0343906706189082
"211","ENSG00000078043",1462.21920718057,-0.116185166570112,0.0770769990085764,0.0884220326849792,0.223204020389913
"212","ENSG00000156958",261.290102229053,-0.0952612138296974,0.0919470526851238,0.22273044715479,0.411942377540338
"213","ENSG00000260220",2.17265599438339,-0.118543108296579,0.262025701667849,0.253063822006602,0.447160150567705
"214","ENSG00000154640",360.896012105892,0.21189740855806,0.141230477247533,0.0414289844091449,0.132105869054102
"215","ENSG00000234052",0.0203143399094593,-0.00166269534652509,0.362518774676777,0.967442657735034,NA
"216","ENSG00000188277",90.3040677051782,-0.0395795810121459,0.140404346261542,0.689992457439467,0.820404757782107
"217","ENSG00000249139",0.586248512372456,0.0162729368883403,0.262678019298013,0.845490121311443,0.915793905944127
"218","ENSG00000225298",0.213869197347707,0.0254297819765515,0.346367098945849,0.627098173550488,NA
"219","ENSG00000251161",16.134978330766,-0.0199207570091702,0.14213167662723,0.841192370466013,0.913251394804225
"220","ENSG00000234083",0.327754625479223,0.0221460195050778,0.294605605729564,0.757041297178596,NA
"221","ENSG00000178457",1.30394428519923,-0.0346672122888414,0.235190300126888,0.711827887871074,0.834894472359941
"222","ENSG00000232079",0.839070768020718,0.00188787646709733,0.234733433954186,0.983650925009855,0.993097902015412
"223","ENSG00000158901",0.987670347457546,-0.0758683890454552,0.27595052484101,0.400240579343391,0.594660924627219
"224","ENSG00000140416",3031.59538018584,0.0550693774138749,0.114368687009913,0.54187181400626,0.714073940845358
"225","ENSG00000259956",1162.05442501955,-0.104731594197491,0.0568517424693062,0.0464323668372348,0.143372366986016
"226","ENSG00000180205",0.691222817384126,0.0618559510599154,0.289286640157764,0.453393394160967,0.642039073628043
"227","ENSG00000154642",811.435161993479,-0.113801559316287,0.188420196091421,0.291914879620224,0.489960812225078
"228","ENSG00000247556",13085.4168514803,-0.111076634552358,0.101263673702065,0.185098152411781,0.363620535075553
"229","ENSG00000267642",0.177997771036194,-0.00123477355424599,0.311618019631779,0.984300185419534,NA
"230","ENSG00000268573",16.9455778977377,-0.0226329221972138,0.150851057899442,0.822712173923956,0.903341687086463
"231","ENSG00000267583",1.61469711439376,-0.0341834965982218,0.221284429894888,0.724664470061571,0.843572729986738
"232","ENSG00000266965",0.295540924342916,-0.0718251247668781,0.31611359055981,0.354387594146323,NA
"233","ENSG00000267397",13.899645450383,0.200566494784143,0.183461226127671,0.0798984424069268,0.208814246862071
"234","ENSG00000140577",1245.01980364289,-0.109521958835632,0.116720629928499,0.232842493828198,0.423763854348021
"235","ENSG00000261236",1513.36199884984,-0.185868129706514,0.110694718584193,0.0387744024432925,0.126529382206128
"236","ENSG00000166140",862.730859009106,-0.050505441495622,0.0917460430525174,0.5170855499111,0.695089426861663
"237","ENSG00000267627",1.03524688641912,-0.0811885210131382,0.266598106041663,0.387451432817834,0.583949070606178
"238","ENSG00000101138",589.262249635405,0.0936170890832329,0.0525646445954743,0.0561190320540924,0.163133796303512
"239","ENSG00000267651",81.7712720748591,-0.0440671155698429,0.140250741272976,0.657055285396201,0.798353411723981
"240","ENSG00000154645",29.7851818276638,-0.052940622919395,0.156350546452934,0.604934166694156,0.761536643973146
"241","ENSG00000271564",1.07838334169395,-0.00707856981821575,0.247155845579225,0.936208131058273,0.967166329000665
"242","ENSG00000260428",115.35487199278,-0.112079866934815,0.168466203605153,0.292043982049485,0.490140677558824
"243","ENSG00000267374",9.88216649045865,0.343736276860546,0.313557787548443,0.0193381810845696,0.0772420821436232
"244","ENSG00000235660",0.316555276692321,0.0931312645630216,0.344377236255978,0.235142204691893,NA
"245","ENSG00000180305",2.224795025792,0.166004027062504,0.283079343507772,0.139519794764736,0.304292903938709
"246","ENSG00000244471",0.020800997799012,-0.00166269534652509,0.362518774676777,0.967442657735034,NA
"247","ENSG00000259396",0.614292985477968,0.0118546451481883,0.264007481312938,0.886038843677243,0.939775198503459
"248","ENSG00000267413",12.5732669845323,-0.0491827310645447,0.149744109350246,0.627256744226988,0.777166380894016
"249","ENSG00000180083",0.386531104361837,-0.0713919395173005,0.326418802007305,0.338514744216976,NA
"250","ENSG00000260926",3.56888611665017,0.0905590536810319,0.215853511888486,0.386057146500053,0.58246212283455
"251","ENSG00000261715",0.217151470098518,-0.021627645098962,0.309333505878711,0.741764309281098,NA
"252","ENSG00000182931",1.31961332066027,0.0129590272139163,0.240872255212617,0.886284650162065,0.939825260525417
"253","ENSG00000267313",2.80447894815814,-0.0698076143769432,0.22380177876014,0.487797485351233,0.672448305084365
"254","ENSG00000154646",0.865111177306063,-0.0874025380340823,0.279700178017657,0.343593305953458,0.543040286876565
"255","ENSG00000168634",4.92315699204413,0.171436795176559,0.253778861055182,0.137576745550482,0.301475212322597
"256","ENSG00000260988",4.41268625161013,-0.279264378797924,0.291327216663416,0.0385572779559092,0.126026528073298
"257","ENSG00000149651",0.075380943080467,0.00306014133139816,0.362619572621527,0.940129943556224,NA
"258","ENSG00000267586",11.4281410063594,-0.35212451907568,0.255164998836676,0.0124646243029779,0.0561535955213357
"259","ENSG00000101365",2532.4119253141,0.00650137328080057,0.0704284977109685,0.918250904873804,0.957511445802874
"260","ENSG00000167216",291.493184765316,0.134931932688224,0.0966574606144633,0.0970807664321056,0.237588072874898
"261","ENSG00000124116",14.290314839224,-0.0850119615175665,0.196793843998445,0.419081396088309,0.611768683169967
"262","ENSG00000087589",49.3130234869989,0.373993534199297,0.202430055166041,0.00424987918697798,0.0260329863002709
"263","ENSG00000261517",0.46352492576114,0.0196592383484228,0.274212155882087,0.8044979369935,NA
"264","ENSG00000234787",0.117551203974247,-0.00925239955207035,0.353337366730049,0.839952241613774,NA
"265","ENSG00000236532",2.46812744462018,-0.0403539975257237,0.233207112266752,0.670832938015824,0.807370317599047
"266","ENSG00000154654",3710.56716653392,0.0237085449600715,0.108553067494459,0.786226991333452,0.882717408100779
"267","ENSG00000232855",16.6830775644893,0.0588124649371479,0.16429741187263,0.569160295128705,0.735313497176456
"268","ENSG00000226935",2.22156553011843,-0.172512515448194,0.306472531532055,0.121736485455751,0.277537818663279
"269","ENSG00000259234",39.7495997685821,-0.119133727443115,0.169887189417758,0.265381328530001,0.46004647158844
"270","ENSG00000166143",2.82554977240358,-0.197469637454512,0.282318958447529,0.0983984856539791,0.239849663885422
"271","ENSG00000258461",71.0534273131761,-0.108186885269608,0.150174205333957,0.294117866230662,0.49210553711751
